* DEMO HOTELS
* Data was loaded from the application "Sample Hotel Search" on the day 2013-05-25 from a
* resource: http://api.hotelsbase.org/search.php?longitude=14.421138&latitude=50.087533
*
* License (http://api.hotelsbase.org/documentation.php):
* Each page that uses hotelsbase data must link to hotelsbase.org, in any many you choose.
* Hotelsbase (http://www.hotelbase.org/) is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.
* Creative Commons License

NAME;NOTE;CITY;STREET;PHONE;STARS;HOME_PAGE;PRICE;ACTIVE
The Madison;a Hotel in Columbia,Washington,United States of America.;-3;1177 Fifteenth Street NW,Columbia,Washington,United States of America; (202) 862-1600;4.0;http://www.madisonhoteldc.com;105;true
Sheraton Crystal City Hotel;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1800 Jefferson Davis Highway; (703) 769-3970;3;http://www.sheratoncrystalcity.com;85;true
Washington Marriott Wardman Park;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2660 Woodley Road NW; (202) 328-2000;4;http://www.marriott.com;110;true
Days Inn Arlington Pentagon;a Hotel in Arlington (Virginia),Virginia,United States.;-3;3030 Columbia Pike; (703) 521-5570;2;http://www.daysinn.com;67;true
One Washington Circle Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;One Washington Circle NW; (202) 872-1680;4;http://thecirclehotel.com;112;true
Washington Marriott;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1221 22nd Street Nw; (202) 872-1500;4;http://www.marriott.com;112;true
Hyatt Regency Crystal City;a Hotel in Arlington (Virginia),Virginia,United States.;-3;2799 Jefferson Davis Highway; (703) 418-1234;3;http://crystalcity.hyatt.com;91;true
Hyatt Regency Washington on Capitol Hill;a Hotel in Washington D.C.,District of Columbia,United States.;-3;400 New Jersey Ave NW; (202) 737-1234;3;http://washingtonregency.hyatt.com;91;true
Washington Hilton;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1919 Connecticut Avenue NW; (202) 483-3000;4;http://www1.hilton.com;115;true
Hawthorn Suites by Wyndham Alexandria;a Hotel in Alexandria (Virginia),Virginia,United States.;-3;420 North Van Dorn Street; (703) 370-1000;3;http://www.hawthorn.com;94;true
Hilton Hotel Embassy Row Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2015 Massachusetts Avenue Nw;1-202-857-3388;3;http://embassysuites1.hilton.com/en_US/es/hotel/WASDNES-Embassy-Suites-Washington-D-C--District-of-Columbia/index.do;94;true
Inn Of Rosslyn;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1601 Arlington Blvd.;0871 423 4896;3;http://www.holidayinn.com/hotels/us/en/arlington/waswp/hoteldetail/directions;94;true
Channel Inn Hotel;a Hotel in Columbia,Washington,United States of America.;-3;650 Water St SW,Columbia,Washington,United States of America; (202) 554-2400;3.0;http://www.channelinn.com;95;true
Key Bridge Marriott;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1401 Lee Highway; (703) 524-6400;3;http://www.marriott.com;97;true
Motel 6 Washington D.C.;a Motel in Washington D.C.,District of Columbia,United States.;-3;6711 Georgia Ave Nw;(202) 722-1600;2;http://www.motel6.com/reservations/motel_detail.aspx?num=4063;73;true
Courtyard Alexandria Pentagon South;a Hotel in Alexandria (Virginia),Virginia,United States.;-3;4641 Kenmore Avenue; (703) 751-4510;3;http://www.marriott.com;98;true
Doubletree Hotel Bethesda;a Hotel in Bethesda,Maryland,United States.;-3;8120 Wisconsin Avenue; (301) 664-7317;3;http://www.doubletreebethesda.com;98;true
Capitol Skyline Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;10 I Street SW; (202) 488-7500;3;http://www.capitolskyline.com;99;true
Carlyle Suites Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1731 New Hampshire Avenue NW; (202) 234-3200;3;http://www.carlylesuites.com;100;true
Comfort Inn Georgia Ave/DC Gateway;a Hotel in Silver Spring,Maryland,United States.;-3;7990 Georgia Avenue;;3;http://www.comfortinn.com;101;true
Hilton Hotel Arlington (Virginia);a Hotel in Arlington (Virginia),Virginia,United States.;-3;950 North Stafford Street;1-703-820-0440;3;http://hiltongardeninn3.hilton.com/en/hotels/virginia/hilton-garden-inn-arlington-shirlington-DCAASGI/index.html;102;true
Le Meridian Arlington;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1121 N 19Th Street;;4;http://www.hotelpalomar-arlington.com/;131;true
The Latham Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;3000 M Street Nw;1-800-583-7591;3;http://www.thayerinteractive.com/clickthru/clickthrough.rry/114153;105;true
Travelodge Alexandria;a Hotel in Alexandria (Virginia),Virginia,United States.;-3;700 North Washington St; (703) 836-5100;2;http://www.travelodge.com;79;true
Donovan House;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1155 14th Street NW; (202) 737-1200;4;http://www.thompsonhotels.com;134;true
Palomar Washington DC a Kimpton Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2121 P Street Nw;(202) 448-1800;4;http://www.hotelpalomar-dc.com/;134;true
Courtyard by Marriott Arlington Rosslyn;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1533 Clarendon Blvd;1 402 548-3575;3;http://www.marriott.com/hotels/travel/wasar-courtyard-arlington-rosslyn/;108;true
Hilton Garden Inn Arlington/Shirlington;a Hotel in Arlington (Virginia),Virginia,United States.;-3;4271 Campell Avenue; (703) 820-0440;3;http://hiltongardeninn.hilton.com;108;true
Marriott Crystal Gateway;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1700 Jefferson Davis Highway;1 402 548-3575;3;http://www.marriott.com/hotels/travel/wasgw-crystal-gateway-marriott/;108;true
The Normandy Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2118 Wyoming Avenue Nw; (202) 483-1350;3;http://www.doylecollection.com;108;true
The Quincy;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1823 L Street Nw; (202) 223-4320;3;http://www.thequincy.com;108;true
Washington Marriott at Metro Center;a Hotel in Washington D.C.,District of Columbia,United States.;-3;775 12th Street NW; (202) 737-2200;4;http://www.marriott.com;135;true
Washington Plaza;a Hotel in Washington D.C.,District of Columbia,United States.;-3;10 Thomas Circle NW; (202) 842-1300;3;http://www.washingtonplazahotel.com;108;true
State Plaza Hotel;a Hotel in Columbia,Washington,United States of America.;-3;2117 E St. NW,Columbia,Washington,United States of America; (202) 861-8200;4.0;http://www.stateplaza.com;135;true
Georgetown Suites Harbour;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1000 29Th St Nw; (202) 316-0656;3;http://www.georgetownsuites.com;109;true
LEnfant Plaza Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;480 LEnfant Plaza; (800) 635-5065;3;http://www.lenfantplazahotel.com;109;true
Hilton Arlington;a Hotel in Arlington,Virginia,United States of America.;-3;950 North Stafford Street,Arlington,Virginia,United States of America; (703) 528-6000;3.5;http://www.hilton.com;123;true
George Washington University Inn;a Hotel in Washington D.C.,District of Columbia,United States.;-3;824 New Hampshire Ave Nw; (202) 337-6620;3;http://gwuinn.com;111;true
Westin Hotel City Center Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1400 M Street NW;202-429-1700;4;http://www.westinwashingtondccitycenter.com/;139;true
Homewood Suites Silver Spring;a Hotel in Silver Spring,Maryland,United States.;-3;8728 Colesville Road;1-301-565-0005;3;http://homewoodsuites1.hilton.com/en_US/hw/hotel/WASSVHW-Homewood-Suites-by-Hilton-Silver-Spring-Maryland/index.do;112;true
Travelodge Silver Spring;a Hotel in Silver Spring,Maryland,United States.;-3;8040 13Th Street; (301) 495-0808;2;http://www.travelodge.com;84;true
Motel 6 Washington DC/Convention Center;a Motel in Washington D.C.,District of Columbia,United States.;-3;1345 4th Street NE I-95 Exit #22-B; (202) 544-2000;2;http://www.motel6.com;85;true
Homewood Suites Alexandria;a Hotel in Alexandria (Virginia),Virginia,United States.;-3;4850 Leesburg Pike;1-800-445-8667;3;http://www.alexandria.com/hotels/homewood-suites-by-hilton_100009;114;true
Savoy Suites Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2505 Wisconsin Avenue NW; (202) 337-9700;3;http://www.savoysuites.com;114;true
Asante Sana Guest Quarters;a Place in Washington D.C.,District of Columbia,United States.;-3;1207 Kenyon Street Northwest; (202) 570-3440;3;http://www.asantesana.us;115;true
Melrose Hotel Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2430 Pennsylvania Avenue Nw;202-955-6400;3;http://www.melrosehoteldc.com/;115;true
Days Inn Arlington/Washington DC;a Hotel in Arlington (Virginia),Virginia,United States.;-3;2201 Arlington Blvd;1-800-225-3297 (1;2;http://www.daysinn.com/hotels/virginia/arlington/days-inn-arlington-washington-dc/hotel-overview;87;true
Inns Of Virginia Arlington;a Hotel in Arlington (Virginia),Virginia,United States.;-3;3335 Lee Hwy;;2;http://www.innsofvirginia.com/;87;true
Phoenix Park Hotel Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;520 North Capitol Street NW;;3;http://www.indeed.com/cmp/Phoenix-Park-Hotel;117;true
BEST WESTERN Rosslyn/Iwo Jima;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1501 Arlington Blvd;;2;http://book.bestwestern.com/bestwestern/US/VA/Arlington-hotels/BEST-WESTERN-Rosslyn-Iwo-Jima/Printed-Hotel-Fact-Sheet.do?propertyCode=47133;88;true
District Hotel Washington;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1440 Rhode Island Ave NW;1-855-232-7800;2;http://www.districthotel.com/;88;true
Comfort Inn & Suites Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1600 New York Avenue NE;;2;http://www.comfortinn.com/;88;true
Econo Lodge Takoma Park;a Hotel in Takoma Park,Maryland,United States.;-3;7411 New Hampshire Avenue Bldg. 2;(301) 439-3003;2;http://www.econolodge.com/hotel-takoma_park-maryland-MD166;88;true
American Inn of Bethesda;a Hotel in Bethesda,Maryland,United States.;-3;8130 Wisconsin Avenue; (800) 323-7081;2;http://www.american-inn.com;89;true
Days Inn Gateway;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2700 New York Avenue NE;1-800-225-3297 (1;2;http://www.daysinn.com/;89;true
Sheraton Suites Old Town Alexandria;a Hotel in Alexandria (Virginia),Virginia,United States.;-3;801 North Saint Asaph Street; (703) 836-4700;3;http://www.sheratonsuitesalexandria.com;119;true
Comfort Inn Pentagon City;a Hotel in Arlington (Virginia),Virginia,United States.;-3;2480 South Glebe Rd. Bldg. 2;;3;http://www.holidaycityusa.com/ci-pentagon-arlington/index.htm;120;true
Hotel Lombardy;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2019 Pennsylvania Avenue Nw; (202) 828-2600;3;http://www.hotellombardy.com;120;true
Courtyard Washington, DC / U.S. Capitol;a Hotel in Columbia,Washington,United States of America.;-3;1325 2nd Street NE,Columbia,Washington,United States of America; (202) 898-4000;3.5;http://restaurantsinwashingtondc.com/;136;true
Club Quarters Hotel Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;839 17th Street N.W.;;3;http://www.travelpod.com/hotels/p2-Washington_DC.html;121;true
Hilton Washington DC/Silver Spring;a Hotel in Silver Spring,Maryland,United States.;-3;8727 Colesville Road; (301) 589-5200;3;http://www.hilton.com;121;true
Georgetown University Conference Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;3800 Reservoir Rd NW;;3;http://www.conferencealerts.com/show-event?id=ca1h0hx3m;122;true
Washington Suites Georgetown;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2500 Pennsylvania Avenue NW; (202) 333-8062;3;http://www.washingtonsuitesgeorgetown.com;122;true
The Westin Georgetown Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2350 M Street N.W.; (202) 429-0100;4;http://clk.atdmt.com/NYC/go/357863732/direct/01/;153;true
Morrison Clark Inn Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1015 L Street Nw;;3;http://www.travelpod.com/hotels/p3-Washington_DC.html;123;true
Channel Inn Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;650 Water Street Sw;;2;http://channelinn.com/;94;true
Days Inn Silver Spring;a Hotel in Silver Spring,Maryland,United States.;-3;8040 13th Street/I-495; (800) 440-2021;2;http://www.daysinn.com;94;true
Washington Court Hotel on Capitol Hill;a Hotel in Washington D.C.,District of Columbia,United States.;-3;525 New Jersey Ave Nw;;3;http://www.reservations.ru/united-states/dc/washington/the-capitol-hill-suites-1084870.html;127;true
The Fairfax at Embassy Row;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2100 Massachusetts Ave. N.W.;202-293-2100;4;http://www.fairfaxhoteldc.com/;160;true
Doubletree Hotel Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1515 Rhode Island Avenue Nw;1-202-232-7000;3;http://doubletree1.hilton.com/en_US/dt/hotel/WASDTDT-Doubletree-Hotel-Washington-DC-District-of-Columbia/index.do;129;true
William Lewis House;a Bed and Breakfast in Washington D.C.,District of Columbia,United States.;-3;1309 R Street NW;800-465-7574;2.5;http://www.wlewishous.com;113;true
Quality Inn Takoma Park;a Hotel in Takoma Park,Maryland,United States.;-3;7411 New Hampshire Avenue Bldg. 1;(301) 439-3000;2;http://www.qualityinn.com/hotel-takoma_park-maryland-MD628;98;true
Courtyard Washington Embassy Row;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1600 Rhode Island Avenue Northwest; (202) 293-0085;3;http://www.marriott.com;134;true
Hampton Inn Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;901 6th Street Nw; (202) 842-2500;3;http://hamptoninn.hilton.com;134;true
Capitol Hill Suites;a Hotel in Washington D.C.,District of Columbia,United States.;-3;200 C STREET SE; (800) 814-5983;3;http://www.capitolhillsuites.com;136;true
Virginian Suites Arlington;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1500 ARLINGTON BLVD; (703) 522-9600;2;http://www.ascendcollection.com;103;true
Rouge Hotel Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1315 16th Street NW;(202) 232-8000;3;http://www.rougehotel.com/;140;true
Comfort Inn Ballston;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1211 N. Glebe Rd.; (703) 247-3399;2;http://www.comfortinnarlington.com;107;true
Hampton Inn Silver Spring;a Hotel in Silver Spring,Maryland,United States.;-3;8728-A Colesville Road; (301) 588-5887;2;http://www.hilton.com;108;true
Towne Motel Alexandria;a Motel in Alexandria (Virginia),Virginia,United States.;-3;808 N. Washington St.; (703) 548-3502;2;http://townemotelalexandria.magnusonhotels.com;108;true
Courtyard Chevy Chase;a Hotel in Chevy Chase,Maryland,United States.;-3;5520 Wisconsin Avenue; (301) 656-1500;3;http://www.marriott.com;145;true
Quality Inn Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;501 New York Avenue NE;;2;http://www.qualityinn.com/;110;true
New Royal Hotel;a Hotel in New Delhi,Delhi,India.;-2;1643, S.P.Mukherjee Marg,New Delhi,Delhi,India; +91 11 2396 3233;4.0;http://newroyalhotel.co.in;16;true
Hotel Delhi Continental;a Hotel in New Delhi,India.;-2;8218-19 Arakashan Road Street No. 6 Pahar Ganj;91-11-25712759;2;http://metrocontinental.com/;11;true
Hotel Hi-Life;a Hotel in New Delhi,India.;-2;8280 Arakashan Road Street No. 6 Pahar Ganj;+44 (0)1253 608910;2;http://www.hi-life.co.uk/travel.aspx;11;true
Hotel Shiv Palace;a Hotel in New Delhi,India.;-2;8186 Arakashan Road Street No. 6 Pahar Ganj Near New Delhi Railway Station;+91-11-23582825;2;http://hotelstarpalacedelhi.com/;11;true
Woodland Deluxe;a Hotel in New Delhi,India.;-2;8235/6 Multani Dhanda Arakashan Road;9810290525;2;http://hotelwoodland.com/;11;true
New Royal Hotel New Delhi;a Hotel in New Delhi,India.;-2;1643 S.P. Mukherjee Marg;110005 (;3;http://www.hotelroyalholidays.com/;15;true
Hotel City Palace;a Hotel in New Delhi,Delhi,India.;-2;Ak-12, Arakashan Road,Near Sanjeevan Hospital,New Delhi,Delhi,India; +91 11 4154 1775;3.5;http://www.avenuegroupofhotels.com;17;true
Hotel The Spot;a Hotel in New Delhi,Delhi,India.;-2;867-868 Gali Chandiwali,New Delhi,Delhi,India; +91 11 2358 0168;4.0;http://www.hotelthespot.in;19;true
Aman New Delhi;a Hotel in New Delhi,India.;-2;Lodhi Road;;5;http://www.amanresorts.com/amannewdelhi/home.aspx;24;true
Hare Krishna Guest House;a Place in New Delhi,India.;-2;1572-73 Main Bazar Paharganj Central Delhi; +91 11 4154 1340;2;http://harekrishnaguesthouse.com;12;true
Hotel Sahara International Deluxe;a Hotel in New Delhi,India.;-2;3162/63 Sangtrashan Paharganj;9810025353;2;http://www.hotelsaiinternational.in/;12;true
Hotel Star Paradise;a Hotel in New Delhi,India.;-2;4582 Main Bazar Paharganj Opp Reebok Showroom;(91-11) 23585357;2;http://www.stargroupofhotels.com/html/star_paradise.html;12;true
Star Palace Hotel New Delhi;a Hotel in New Delhi,India.;-2;4590 Main Bazar Pahar Ganj;+91-11-23582825;2;http://hotelstarpalacedelhi.com/;12;true
Hotel Surya Plaza New Delhi;a Hotel in New Delhi,India.;-2;2471 Nalwa Street Chuna Mandi Pahar Ganj;;5;http://www.new-delhi-hotels.com/hotel-crowne-plaza-surya.html;25;true
Anoop Hotel;a Hotel in New Delhi,India.;-2;1566 Main Bazar Paharganj; +91 11 2358 9366;2;http://www.anoophotel.com;13;true
Hotel Amax Inn;a Hotel in New Delhi,India.;-2;8145/6 Arakashan Road;;2;http://www.hotelamax.com/;13;true
Hotel Kwality;a Hotel in New Delhi,India.;-2;53 Arakashan Road Pahar Ganj;+919971177887;2.5;http://hotelkwality.com/;16;true
Hotel Sun Flower;a Hotel in New Delhi,India.;-2;962 Kumharan Street Main Bazar Paharganj;;2.5;http://www.hotelsunstargrand.com/profile.htm;16;true
Hotel Express 66;a Hotel in New Delhi,India.;-2;Thapar Chember 3rd 2 Deshbandhu Gupta Road Pahar Ganj; +91 11 2358 5651;3;http://www.express66.com;19;true
Hotel Shiva Intercontinental New Delhi;a Hotel in New Delhi,India.;-2;8478/13 Arakashan Road Ram Nagar Pahar Ganj;+91-9811225849;3;http://www.hotelshivaintercontinental.co.in/;19;true
Madonna Hotel New Delhi;a Hotel in New Delhi,India.;-2;53/7 Old Rajinder Nager;42432803;3;http://www.madonnahotel.net/;19;true
Sun Shine House;a Place in New Delhi,India.;-2;8A/91 W.E.A. Top Floor Channa Market Karol Bagh;;3;http://www.hotelsunshinedelhi.com/;19;true
Anmol Hotel Pvt Ltd;a Hotel in New Delhi,India.;-2;8180/6 Arakashan Road Paharganj;;2;http://anmolhotel.net/;15;true
Hotel Avtar;a Hotel in New Delhi,India.;-2;3425 Desh Bandhu Gupta Road Paharganj;;2;http://hotelavtarludhiana.com/;15;true
Hotel Harjas Palace;a Hotel in New Delhi,India.;-2;5/43 W.E.A. Ajmal Khan Road Karol Bagh;+91 1125748000;3;http://new-delhi.hotel-harjas-palace.tobook.com/India/Hotels/Hotel-Harjas-Palace;20;true
Hotel Maharani Lodge;a Hotel in New Delhi,India.;-2;32 Arakashan Road;;1;http://www.manumaharani.com/nainitalpackage.htm;10;true
Hotel Pitrashish Grand;a Hotel in New Delhi,India.;-2;59/37 New Rohatak Road Karol Bagh;;4;http://thegrandnewdelhi.com/;25;true
Hotel Horizon Palace;a Hotel in New Delhi,Delhi,India.;-2;6A/7,W.E.A.,New Delhi,Delhi,India; +91 11 4154 1775;3.0;http://www.avenuegroupofhotels.com;20;true
T Home;a Hotel in New Delhi,Delhi,India.;-2;7, Link Rd, Jangpura Extension,New Delhi,Delhi,India; +91 11 2432 8135;3.0;http://www.thoteles.net;20;true
Hotel Ambrosia New Delhi;a Hotel in New Delhi,India.;-2;A 217 Road No. -6 Mahipalpur Extn;;3;http://www.hotels-new-delhi.com/;21;true
Hotel Arihant;a Hotel in New Delhi,India.;-2;7A/69 W.E.A Chana Market Pusa Road;;3;http://hotelarihant.com/;21;true
Snow White Hotel New Delhi;a Hotel in New Delhi,India.;-2;2433 Raj Guru Road Chuna Mandi Main Bazar Pahar Ganj;0091-11-41452172;3;http://hotel-whitehouse.com/;21;true
Hotel Star Villa New Delhi;a Hotel in New Delhi,India.;-2;98-99 Krishna Gali Near Main Bazar Pahar Ganj New Delhi;(91 11) 4587 1123;2;http://vansonvilla.com/;16;true
Hotel Vardhmaan;a Hotel in New Delhi,India.;-2;1521/27 Naiwala Karol bagh; +91 99 90 000045;3;http://www.delhistarhotels.com;22;true
Incredible Home Stay;a Hotel in New Delhi,India.;-2;8A/98 Channa Market Karol Bagh;;3;http://www.incrediblehomes.in/;22;true
Raja Hotel New Delhi;a Hotel in New Delhi,India.;-2;5 Ara Kashan Road;+91 11 2354 0456;3;http://hotelraja.com/;22;true
Baba Continental Hotel New Delhi;a Hotel in New Delhi,India.;-2;5/30 W.E.A. Saraswati Marg Karol Bagh;;2;http://hotelbabacontinental.net/;17;true
Hotel Astoria New Delhi;a Hotel in New Delhi,India.;-2;11A/28 W.E.A. Channa Market Karol Bagh;;2;http://www.hotels-new-delhi.com/;17;true
Hotel Golden Deluxe;a Hotel in New Delhi,India.;-2;12A/7 W.E.A Saraswati Marg Karol Bagh;+91-94140-89911;2;http://www.hotelgoldendelux.com/;17;true
Hotel Singh Empire Dx;a Hotel in New Delhi,India.;-2;8707 Desh Bandhu Gupta Road Paharganj; +91 11 4799 9999;2;http://www.hotelsinghempire.com;17;true
Hotel Sita International;a Hotel in New Delhi,India.;-2;3/10 D.B. Gupta Road Pahar Ganj;+91-11-28753034;2;http://hotelmeminternational.com/;17;true
Western Queen Hotel;a Hotel in New Delhi,India.;-2;14a/25 Wea Channa Market;;2;http://www.hotelwesternqueen.in/;17;true
Hotel Le Alfanso;a Hotel in New Delhi,India.;-2;4/4 D.B Gupta Road Pahargunj;;2.5;http://delhihotelsleroi.com/amenities.php;20;true
Hotel Chopra International;a Hotel in New Delhi,India.;-2;4078 Behin Hotel Grand Plaza Hari Mandi;+91-11-28753034;3;http://hotelmeminternational.com/;23;true
Raunak Plaza;a Hotel in New Delhi,India.;-2;12A/29 WEA Krishna Market Saraswati Marg Karol Bagh;+(91)-(11)-4509694;3;http://www.hotelraunak.com/index.html;23;true
TLC Inn;a Hotel in New Delhi,India.;-2;Block A 334/2 Mahipalpur Extension Exit 2 NH 8;0091- 11-24113234;4;http://www.innatdelhi.com/;29;true
Ginger East Delhi;a Hotel in New Delhi,India.;-2;DDA Community center Opposite East End Club VivekVihar; +91 11 6666 3333;3;http://www.gingerhotels.com;24;true
Hotel Aman Plaza New Delhi;a Hotel in New Delhi,India.;-2;11A/29 W.E.A. Channa Market;;3;http://www.amanresorts.com/amannewdelhi/home.aspx;24;true
Hotel Chand Palace;a Hotel in New Delhi,India.;-2;54 Arakashan Road Paharganj; +91 11 2362 0650;2;http://www.budgethotelsindelhi.com;18;true
Hotel Golden Wings;a Hotel in New Delhi,India.;-2;135-136 Krishna Street Tel Mandi Pahar Ganj; +91 11 2356 1458;2;http://www.hotelgoldenwings.com;18;true
Hotel Legend International;a Hotel in New Delhi,India.;-2;8525 Hotel Lane Arakashan Road Paharganj; +91 11 2351 2010;3;http://www.hotellegendinternational.com;24;true
Hotel Pauls Court;a Hotel in New Delhi,India.;-2;5/62 WEA Ajmal Khan Road Karol Bagh;+44 (0)207 828 327;2;http://www.earlscourtlondonhotel.com/;18;true
Hotel Prince International;a Hotel in New Delhi,India.;-2;14A/24 W.E.A. Channa Market Karol Bagh; +91 11 4506 4008;2;http://hotelprincepolonia.com/about.html;18;true
Hotel Prince Palace Deluxe;a Hotel in New Delhi,India.;-2;5115 Gali Thanedar wali Main Bazar Pahar Ganj;1234567890;2.5;http://www.princepalace.co.th/;21;true
Hotel Sunshine New Delhi;a Hotel in New Delhi,India.;-2;17B/21 Dev Nagar Deshbandhu Gupta Road Karol Bagh;;2;http://www.hotelsunshinedelhi.com/;18;true
Le Heritage Hotel New Delhi;a Hotel in New Delhi,India.;-2;8A/3 WEA Pusa Road / Near Telephone Exchange Karol Bagh;;3;http://www.leheritagehotel.in/;24;true
The RTS Hotel New Delhi;a Hotel in New Delhi,India.;-2;A-2/67 Road No. 2 NH-8 Mahipalpur Extn.;;4;http://www.theimperialindia.com/;31;true
Airport Hotel New Delhi;a Hotel in New Delhi,India.;-2;Mehram Nagar Delhi Cantt. Opp. IGI Airport (T-1);011 - 25675262;3.5;http://www.airporthoteldelhi.com/;28;true
Hotel De Gold;a Hotel in New Delhi,India.;-2;Bank St Karol Bagh;+91-11 4981 4981;3;http://www.luxury-delhi-hotels.com/;25;true
Metro City Hotel;a Hotel in New Delhi,India.;-2;12A/6 WEA Saraswati Marg Karol Bagh;(212) 947-2500;3;http://hotelmetronyc.com/;25;true
EuroStar International;a Hotel in New Delhi,India.;-2;A 27/1 Street No.1 Near MTNL Office Mahipalpur Extension NH-8;;2;http://hoteleurostar.in/;19;true
Horizon Palace Hotel New Delhi;a Hotel in New Delhi,India.;-2;6A/7 Wea Channa Market Karol Bagh;+91 11 49814981;2;http://www.luxury-delhi-hotels.com/hotel-taj-palace-delhi.php;19;true
Hotel Anmol Deluxe New Delhi;a Hotel in New Delhi,India.;-2;17A/36 WEA Gurudwara Road;;2;http://www.budgethotelsofdelhi.com/hotel-anmol-deluxe-karol-bagh-delhi.html;19;true
Megha Palace;a Hotel in New Delhi,India.;-2;39/3 Old Rajinder Nagar;42432807;2;http://hotelmeghapalace.in/;19;true
Megha Sheraton;a Hotel in New Delhi,India.;-2;53/1 Old Rajinder Nagar (Near Market);91-11-42432807;2;http://hotelmeghasheraton.com/;19;true
Mohan International Hotel New Delhi;a Hotel in New Delhi,India.;-2;2 Arakashan Road;;2;http://www.budgethotelsindelhi.com/;19;true
Hotel City Lite New Delhi;a Hotel in New Delhi,India.;-2;Street No 6;;3;http://www.holidaycity.com/newdelhihotels/;26;true
Hotel OM Palace New Delhi;a Hotel in New Delhi,India.;-2;A - 1031/1 Road No - 06-07;+ 91 - 9899 890 00;3;http://www.hotelompalaceindia.com/;26;true
Hotel Royal Holidays;a Hotel in New Delhi,India.;-2;17A/35 WEA Karol Bagh;4533031937;3;http://www.hotelroyalholidays.com/;26;true
Hotel Aira Xing;a Hotel in New Delhi,India.;-2;1/5 Desh Bandhu Gupta Road Opposite Police Station Pahar Ganj;;2.5;http://hotelairaxing.com/;23;true
Hotel Le Heritage;a Hotel in New Delhi,Delhi,India.;-2;8A/3 W E A Karol Bagh,New Delhi,Delhi,India; +91 99 90 699010;2.5;http://www.hotelleheritage.in;23;true
Hotel Durga Deluxe;a Hotel in New Delhi,India.;-2;5/40 W.E.A. Saraswati Marg Karol Bag;;2;http://www.hoteldurgadeluxe.com/weather_updates.htm;20;true
Hotel Kafila;a Hotel in New Delhi,India.;-2;10185 C Arya Samaj Road Karol Bagh;;2;http://kafilatravel.in/;20;true
Ivory Palace Hotel New Delhi;a Hotel in New Delhi,India.;-2;14a/27 WEA Channa Market Karol Bagh;9313113014;2;http://www.hotelivorypalace.co.in/;20;true
Sun Village Hotel New Delhi;a Hotel in New Delhi,India.;-2;2508-12 Nalwa Street Behind Emperial cinema Chuna mandi Pahar Ganj;;2;http://hotelsunvillage.com/;20;true
Hotel Sunrise;a Hotel in New Delhi,Delhi,India.;-2;4/52, Saraswati Marg,New Delhi,Delhi,India; +91 11 4707 1477;3.5;http://www.hotelsunrise.net;30;true
